basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
FR003008,Y544401001,Y5444010,FR,FR_EAUFRANCE,La Giscle à Cogolin [Les Ajusts],6.552562,43.25445,6.552562,43.25445,1,195.28,197.533,0,-1.1537279803359206,1974-12-19,2023-09-30,50,582,17509,7680,309.0,16328.0,87.0,1094.0,C,,767,4,"['FR004940', 'FR003006', 'FR003007', 'FR003008']",0.633,0.298,2.843,9.832,0.326,124.047,42.124,0.0,3.049,84.705,15.287,220.973,39.433,0.095,2.122,2.988,1.408,-0.383,0.003,23.43,1.394,1.0,297.817,8.241,4.0,663.296,238.658,3.933,13.026,9.853,41.236,0.654,0.179,2,1.439,4.295999999999999,91.356,0.0,4.348,3.342,1.006,0.0,0.0,91.356,0.0,0.0,0.0,0.0,0.0,2.546,0.0,0.0,1.75,35.306,130.0,30.0,43.138,71.071,18.74,10.189,13.214,1.577,2.048,0.215,0.716,0.024,0.001,0.124,0.47400000000000003,0.372,0.125,1.0,1.0,1.0,0.33,2.69,0.473,0.236,0.236,5.0
DENW1251,2727500000100,Siegburg-Kaldauen,DE,DE_NW,Sieg,7.257158249478902,50.79760539734646,7.257158249478902,50.79760539734646,"58,46",1885.0,1887.873,0,-0.1524137931034507,1949-01-11,2023-12-01,75,900,26737,26685,616.0,0.0,26737.0,0.0,B,,1,23,"['DENW1058', 'DENW1059', 'DENW1071', 'DENW1072', 'DENW1086', 'DENW1108', 'DENW1143', 'DENW1145', 'DENW1149', 'DENW1184', 'DENW1190', 'DENW1199', 'DENW1203', 'DENW1251', 'DENW1273', 'DENW1277', 'DENW1278', 'DENW1290', 'DERP2050', 'DERP2051', 'DERP2052', 'DERP2053', 'DERP2054']",1.524,0.53,1.328,2.711,0.459,146.056,28.022,0.195,5.159,7.738,1.574,51.797,3.309,0.0,2.878,1.962,0.682,-0.077,0.052,14.423,1.158,2.0,204.844,3.737,3.0,680.518,325.028,55.459,7.642,14.407,8.016,0.613,0.215,2,1.08,8.030000000000001,69.626,14.622,7.606,0.698,6.908,0.0,14.622,69.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,8.028,117.411,130.0,0.0,51.896,42.454,37.073,20.155,7.729,1.411,1.425,0.193,0.637,0.112,0.027,0.35600000000000004,0.494,0.006,0.38300000000000006,3.0,3.0,4.0,2.85,59.62,5.162,0.0,0.284,70.0
GB000635,84004,Clyde at Sills of Clyde,GB,GB_NRFA,Clyde at Sills of Clyde,-3.71,55.66,-3.71,55.66,183.1,742.26,742.608,0,-0.0468838412416075,1957-10-01,2021-09-30,65,768,23376,23376,0.0,0.0,23376.0,0.0,B,,1177,2,"['GB000647', 'GB000635']",2.311,0.671,1.29,2.321,0.579,124.25,18.919,0.441,7.175,3.656,1.265,21.719,8.968,0.0,3.403,1.55,0.456,-0.122,0.039,9.253,1.093,1.0,176.066,3.241,3.0,735.232,343.517,180.471,7.35,26.828,11.588,0.474,0.177,10,2.73,20.872999999999998,0.10200000000000001,39.095,39.553000000000004,0.173,39.38,34.22,4.875,0.054,0.0,0.048,0.0,0.0,0.0,0.225,0.0,2.835,17.813,103.025,130.0,0.0,58.8,56.205,24.523,18.87,4.257,1.298,7.16,0.141,0.589,0.008,0.068,0.19,0.093,0.48900000000000005,0.258,4.0,4.0,3.0,2.83,35.22,7.404,1.063,0.0,4.0
DETH2086,5721100000,KatzhuetteSchwarza,DE,DE_TH,Schwarza,11.058,50.559,11.058,50.559,,122.6,123.0,0,-0.3262642740619949,1945-11-01,2021-12-31,77,914,27820,27820,0.0,0.0,27820.0,0.0,B,,63,1,['DETH2086'],1.789,0.738,1.333,2.586,0.569,149.465,30.727,0.26,5.76,5.417,3.25,39.361,9.574,0.0,2.42,1.855,0.767,0.011,0.117,15.688,1.179,4.0,214.627,3.771,3.0,867.244,680.19,419.519,9.874,9.018,18.409,0.613,0.108,2,0.991,7.332000000000001,77.43,4.3309999999999995,10.906,0.0,10.906,2.651,1.68,77.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.358,4.974,118.71,130.0,30.0,46.039,60.548,24.234,15.218,7.992,1.513,1.458,0.172,0.614,0.028999999999999998,0.001,0.095,0.8560000000000001,0.0,0.096,4.0,2.0,1.0,0.2,1.26,14.323,4.129,0.0,29.0
FR004805,X133501001,Le Lauzon Ã  Villeneuve,FR,FR_EAUFRANCE,Le Lauzon à Villeneuve,5.886186,43.911696,5.886186,43.911696,341,172.0,171.243,0,0.4401162790697703,1965-10-01,2023-09-22,59,660,19792,11832,1384.0,19126.0,247.0,419.0,C,,27,1,['FR004805'],0.478,0.235,2.323,3.521,0.507,151.417,42.257,0.028,1.761,18.71,3.377,107.497,16.581,0.0,2.026,2.829,1.397,-0.123,0.023,23.471,1.273,1.0,281.652,6.375,4.0,1817.31,761.179,341.072,8.944,8.104,11.627,0.606,0.141,9,2.676,0.0,0.0,98.958,1.041,1.041,0.0,93.098,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.767,130.0,30.0,48.213,38.517,41.738,19.744,14.174,1.407,1.605,0.121,0.54,0.007,0.206,0.135,0.376,0.277,0.34099999999999997,0.0,0.0,0.0,0.0,0.0,1.394,36.488,38.51,2.0
ES000497,9189,ORON                               ,ES,ES_CEDEX,,-2.97942455,42.6706473,-2.979424556362073,42.67064730031666,480,217.0,215.25,0,0.8064516129032258,1976-10-01,2019-09-30,44,516,15705,15705,0.0,0.0,15705.0,0.0,B,,540,1,['ES000497'],0.402,0.229,1.922,2.23,0.678,167.14,28.931,0.076,1.168,6.047,3.095,20.327,13.873,0.002,1.8,2.683,1.49,-0.326,0.02,19.444,1.27,1.0,253.65,5.28,4.0,1338.935,764.35,483.771,7.947,28.773,15.005,0.518,0.153,8,3.912,0.0,0.0,80.933,19.067,12.847,6.22,4.084,76.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.456,150.0,30.0,48.944,36.76,37.023,26.217,12.171,1.368,1.279,0.099,0.47,0.005,0.611,0.025,0.162,0.199,0.636,0.0,0.0,0.0,0.0,0.0,1.364,0.0,0.0,0.0
ES000205,2106,SALIDA EMBALSE DE REQUEJADA        ,ES,ES_CEDEX,,-4.52508308,42.89925968,-4.525083086454816,42.89925968759064,1022,221.0,254.136,2,-14.99366515837104,1930-03-01,2019-09-30,63,730,22201,19358,10520.0,0.0,22201.0,0.0,E,,539,2,"['ES000205', 'ES000289']",1.764,0.795,1.337,3.469,0.632,199.02,38.97,0.099,4.161,1.353,2.0,72.219,15.316,0.02,2.221,2.234,1.006,-0.371,0.07,17.171,1.241,1.0,243.772,5.442,4.0,2156.324,1367.072,1019.273,14.552,3.154,44.65,0.775,0.119,9,0.917,0.0,0.0,69.916,26.289,0.0,26.289,69.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.075,150.0,0.0,46.52,41.162,34.296,20.984,10.067,1.351,2.039,0.141,0.558,0.001,0.003,0.04,0.43,0.515,0.043000000000000003,1.0,1.0,1.0,2.08,65.8,8.706,0.0,0.915,0.0
CH000121,2372,Mollis-Linthbrücke,CH,CH_CAMELS,Linth,9.07,47.1,9.07,47.1,436,600.2,600.35,0,-0.024991669443515,1981-01-01,2020-12-31,40,480,14610,14610,0.0,0.0,14610.0,0.0,B,,1,2,"['CH000112', 'CH000121']",4.652,1.083,0.868,1.588,0.729,235.359,13.146,1.504,10.264,0.025,1.0,0.575,1.643,0.0,4.291,1.556,0.363,0.244,0.301,13.538,1.176,4.0,198.517,3.553,1.0,3582.193,1737.823,437.711,28.545,2.087,82.49,0.636,0.141,8,0.742,3.625,0.464,67.778,27.256999999999998,11.924,15.333,21.935,45.843,0.448,0.016,0.0,0.0,0.0,2.282,0.5,0.0,0.843,0.0,75.55,130.0,0.0,26.404,49.88,11.317,5.97,7.243,1.078,0.931,0.099,0.31,0.016,0.0,0.085,0.22900000000000004,0.662,0.085,3.0,3.0,3.0,3.48,151.4,36.79,0.0,0.0,2.0
DEBY0779,24293500,Bamberg,DE,DE_BY,Rauhe Ebrach,10.69026902974304,49.85524950732964,10.69026902974304,49.85524950732964,269.33,113.8,110.415,0,2.9745166959578127,1979-11-01,2023-08-19,45,483,13921,13500,2077.0,0.0,13921.0,0.0,D,,1,1,['DEBY0779'],0.689,0.358,1.959,2.252,0.513,146.111,25.978,0.121,2.535,14.383,2.436,28.32,4.905,0.0,1.879,2.168,1.154,0.126,0.056,18.097,1.166,4.0,238.466,4.241,3.0,492.62,370.066,271.765,5.679,25.11,2.821,0.592,0.117,9,1.025,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,53.926,34.873,34.5,30.627,5.655,1.34,1.206,0.184,0.629,0.006,0.216,0.135,0.644,0.0,0.351,0.0,0.0,0.0,0.0,0.0,4.497,0.503,0.565,9.0
ES001379,3232,VILLASECA                          ,ES,ES_CEDEX,,-3.83064399,39.95546879,-3.830643998180963,39.9554687937213,474,430.0,427.953,0,0.4760465116279129,1974-02-06,2019-09-30,46,543,16481,8284,192.0,0.0,16481.0,0.0,B,,597,1,['ES001379'],0.129,0.133,0.363,1.568,0.709,189.31,35.074,0.028,0.297,1.152,1.793,16.954,9.107,0.009,1.007,3.294,3.271,-0.384,0.004,26.641,1.404,1.0,301.749,9.306,4.0,712.597,588.853,470.209,1.727,86.564,0.028,0.628,0.132,9,22.502,0.0,0.0,85.076,14.925,8.794,6.131,67.402,17.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.023,130.0,30.0,51.119,52.447,29.498,18.056,8.93,1.463,0.614,0.042,0.284,0.098,0.655,0.178,0.006,0.014,0.833,0.0,0.0,0.0,0.0,0.0,0.235,4.082,11.14,1.0
FR000425,H241201001,H2412010,FR,FR_EAUFRANCE,L'Armançon à Quincy-le-Vicomte,4.262583,47.608727,4.262583,47.608727,205,483.0,475.413,0,1.5708074534161467,1978-09-04,2023-09-30,46,538,16357,16280,106.0,16145.0,69.0,143.0,A,,677,3,"['FR000308', 'FR003521', 'FR000425']",0.626,0.274,1.862,3.653,0.449,130.93,28.034,0.05,2.672,32.651,4.251,126.271,15.363,0.0,2.31,2.291,0.992,-0.033,0.026,16.396,1.148,1.0,227.948,4.276,4.0,580.993,357.626,208.756,3.583,62.009,0.585,0.487,0.135,8,1.085,3.155,5.831,91.01499999999999,0.0,0.0,0.0,6.067,84.948,5.831,0.0,0.0,0.0,0.0,0.0,3.155,0.0,0.0,0.0,105.115,130.0,30.0,52.504,33.919,32.251,33.831,8.342,1.335,1.113,0.168,0.643,0.026000000000000002,0.287,0.539,0.138,0.006,0.8260000000000001,2.0,2.0,2.0,0.84,4.05,1.437,0.0,1.388,7.0
DEBB0146,5897900,"Wusterhausen, Pegel 11, Wehr OP",DE,DE_BB,Klempnitz,12.4539519316283,52.89833677136684,12.4539519316283,52.89833677136684,,73.65713064,132.018,3,-79.2331561831255,1990-11-01,2023-04-28,34,390,11867,11867,0.0,0.0,11867.0,0.0,B,,52,2,"['DEBB0126', 'DEBB0146']",0.302,0.191,0.53,5.958,0.491,248.581,37.478,0.0,0.982,0.092,1.5,127.362,5.645,0.079,1.538,2.007,1.305,0.171,0.052,18.028,1.154,4.0,248.276,4.404,3.0,118.644,60.588,29.188,1.018,96.144,0.0,0.4,0.267,11,34.887,0.0,0.0,10.12,86.756,84.123,2.633,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,43.482,72.84,17.16,10.0,4.817,1.597,1.366,0.145,0.582,0.024,0.39,0.14300000000000002,0.385,0.006,0.533,0.0,0.0,5.0,6.11,26.41,5.969,59.75,10.691,12.0
FR001711,O470403001,O4704030,FR,FR_EAUFRANCE,Le Dadou à Paulinet et à Rayssac [Saint-Jean-de-Jeanne],2.440637,43.822139,2.440637,43.822139,413,72.0,70.909,0,1.5152777777777693,1968-09-28,2023-09-27,56,646,19397,6559,691.0,19087.0,26.0,284.0,A,,541,1,['FR001711'],1.802,0.769,0.649,4.597,0.515,139.913,25.335,0.062,6.239,11.966,3.043,121.794,24.781,0.0,2.307,2.41,1.045,-0.161,0.019,18.886,1.215,3.0,249.269,4.857,4.0,923.912,677.074,419.325,10.532,5.071,18.975,0.571,0.253,10,1.0,0.0,37.686,0.0,62.314,0.0,62.314,0.0,0.0,37.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.056,130.0,30.0,42.887,63.153,23.264,13.583,11.583,1.52,1.081,0.2,0.701,0.0,0.02,0.56,0.41,0.008,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,1.697,0.0,0.211,1.0
DESH1488,114061,Sollerupmühle,DE,DE_SH,Jerrisbek,9.313269984188654,54.58235482501803,9.313269984188654,54.58235482501802,0.006 m NHN,84.27,87.724,0,-4.098730271745589,1984-11-01,2023-03-22,40,458,13494,9273,527.0,0.0,13494.0,0.0,B,,85,1,['DESH1488'],1.099,0.457,0.938,1.579,0.703,140.36,17.49,0.364,2.702,0.271,1.429,0.568,4.2,0.0,2.306,1.709,0.741,0.14,0.035,16.763,1.158,1.0,222.383,4.018,3.0,46.059,23.952,8.874,0.624,99.54,0.0,0.502,0.13,11,44.843,0.0,0.0,10.529,89.471,89.471,0.0,10.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.954,130.0,30.0,59.253,66.356,18.839,14.805,7.736,1.229,12.682,0.168,0.63,0.004,0.27,0.659,0.044,0.0,0.929,0.0,0.0,1.0,0.13,0.15,5.433,0.0,0.0,15.0
ES000432,9122,BLESA                              ,ES,ES_CEDEX,,-0.90159275,41.03589592,-0.901592758671939,41.03589592183802,760,138.0,123.528,2,10.486956521739126,1952-10-01,2019-09-30,68,804,24471,24471,0.0,0.0,24471.0,0.0,B,,540,1,['ES000432'],0.107,0.095,2.454,7.038,0.449,174.373,60.509,0.0,0.399,102.72,18.206,225.798,33.322,0.052,1.119,2.966,2.651,-0.028,0.026,25.716,1.356,3.0,294.755,7.361,4.0,1405.197,1048.695,804.072,8.097,18.393,12.681,0.585,0.141,8,1.874,0.0,0.0,86.089,13.91,8.725,5.185,38.966,47.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.901,150.0,0.0,45.684,30.438,32.207,18.347,10.603,1.123,0.992,0.055,0.365,0.0,0.259,0.031,0.14800000000000002,0.561,0.29000000000000004,0.0,0.0,0.0,0.0,0.0,0.64,0.383,0.684,0.0
FR001774,O612501001,O6125010,FR,FR_EAUFRANCE,La Petite Barguelonne à Montcuq,1.190022,44.333691,1.190022,44.333691,140,62.0,63.405,0,-2.2661290322580663,1971-01-01,2023-08-27,53,612,18214,11432,1018.0,16501.0,276.0,1437.0,C,,541,1,['FR001774'],0.781,0.367,2.177,4.677,0.513,143.667,35.885,0.0,2.875,13.438,4.575,123.4,44.774,0.081,2.151,2.663,1.238,-0.082,0.007,19.144,1.21,2.0,243.622,4.803,4.0,334.799,237.422,142.551,5.793,26.905,1.998,0.528,0.126,9,3.449,0.0,0.0,100.0,0.0,0.0,0.0,75.118,24.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,130.0,30.0,52.866,29.774,38.871,31.355,12.71,1.336,1.588,0.087,0.553,0.012,0.274,0.253,0.128,0.33199999999999996,0.527,0.0,0.0,0.0,0.0,0.0,0.305,7.68,4.528,2.0
CZ000406,362000,Dlouhá Loučka,CZ,CZ_CHMU,Oslava,17.1726135882525,49.8148355230488,17.1726135882525,49.8148355230488,,80.8,80.8,0,0.0,1980-11-01,2021-12-31,42,494,15036,15036,0.0,0.0,15036.0,0.0,B,,2,1,['CZ000406'],0.755,0.403,1.27,2.827,0.56,167.775,22.162,0.099,2.609,10.008,4.791,54.729,9.587,0.0,1.901,1.968,1.035,0.403,0.135,17.824,1.175,4.0,240.248,4.092,1.0,805.581,562.179,263.898,9.437,14.102,21.828,0.641,0.147,10,1.451,0.0,15.314,6.911,77.775,1.245,76.53,6.577,0.334,6.507,0.0,8.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.253,130.0,50.0,51.598,42.494,37.157,20.349,9.193,1.41,1.424,0.176,0.555,0.026,0.068,0.38899999999999996,0.519,0.0,0.45699999999999996,0.0,0.0,0.0,0.0,0.0,11.988,0.0,0.0,1.0
AT000580,213322,Mauthbruecken-OWF,AT,AT_EHYD,Glan,14.18975445,46.72154562,14.18975445841757,46.72154562781104,500,87.2,89.542,0,-2.68577981651376,1984-01-02,2021-12-31,38,456,13879,13879,0.0,0.0,13879.0,0.0,B,,2,1,['AT000580'],0.866,0.304,1.324,1.814,0.691,173.811,50.987,0.253,2.306,1.0,1.9,4.105,4.727,0.0,2.91,2.227,0.765,0.469,0.096,21.362,1.205,4.0,248.017,4.547,2.0,1333.552,778.665,502.916,12.028,11.215,32.718,0.489,0.211,2,0.966,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.121,130.0,50.0,53.114,43.11,36.571,20.319,8.187,1.413,1.405,0.213,0.644,0.02,0.001,0.379,0.5840000000000001,0.0,0.38,0.0,0.0,0.0,0.0,0.0,9.618,0.0,0.052,10.0
FR004233,O585401001,La LÃ¨re Ã  RÃ©alville,FR,FR_EAUFRANCE,La Lère à Réalville,1.480728,44.127004,1.480728,44.127004,90,366.0,388.885,0,-6.252732240437156,1968-11-08,2023-09-30,56,648,19623,10434,427.0,19360.0,141.0,122.0,A,,541,2,"['FR004233', 'FR001769']",0.534,0.257,2.311,4.885,0.472,148.48,32.575,0.01,2.16,22.89,4.235,139.024,37.17,0.002,2.104,2.675,1.271,-0.075,0.008,19.348,1.19,3.0,244.833,4.779,4.0,397.897,221.43,91.498,3.58,50.367,0.097,0.585,0.142,8,1.316,0.0,0.0,94.918,5.082,5.082,0.0,36.126,58.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.026,130.0,30.0,56.881,21.431,33.915,44.654,6.723,1.263,1.195,0.133,0.603,0.017,0.162,0.473,0.304,0.043000000000000003,0.635,0.0,0.0,1.0,0.26,0.68,0.366,20.336,24.312,1.0
SE000015,1243,HALVORSBYN,SE,SE_SMHI,KROKÅN,12.3553,58.6184,12.3553,58.6184,,230.3,236.442,0,-2.6669561441597893,1929-10-01,2023-04-10,91,1058,32180,24694,1980.0,32080.0,0.0,100.0,C,,1693,1,['SE000015'],1.545,0.697,1.109,1.959,0.667,147.194,30.994,0.178,4.275,0.103,1.4,33.676,6.013,0.0,2.214,1.647,0.744,0.1,0.137,18.328,1.142,1.0,233.54,4.157,3.0,253.308,149.251,55.926,2.833,64.701,0.183,0.526,0.17,2,18.227,17.681,49.26,0.0,33.059,0.0,33.059,0.0,0.0,49.26,0.0,0.0,0.0,0.0,0.0,17.681,0.0,0.0,0.0,63.559,130.0,30.0,45.588,42.898,36.059,21.042,16.716,1.32,2.21,0.158,0.578,0.007,0.149,0.024,0.67,0.051,0.173,0.0,0.0,28.0,20.33,152.17,14.827,0.974,1.295,6.0
AT000076,201665,Weer,AT,AT_EHYD,Weerbach,11.63705559,47.30625156,11.63705559374532,47.30625156065482,547,72.8,73.179,0,-0.5206043956044023,1971-01-01,2021-12-31,51,612,18628,18628,0.0,0.0,18628.0,0.0,B,,2,1,['AT000076'],2.705,0.837,1.015,2.372,0.743,248.38,10.012,0.728,7.273,0.078,1.333,2.255,1.554,0.0,3.255,1.585,0.487,0.477,0.264,14.958,1.164,4.0,203.824,3.588,2.0,2715.966,1746.605,551.688,23.274,0.741,87.615,0.631,0.103,2,0.736,0.504,94.06,5.436,0.0,0.0,0.0,0.0,5.436,94.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,55.067,130.0,30.0,46.195,50.693,32.48,16.827,9.56,1.476,1.824,0.12,0.408,0.018,0.0,0.12100000000000001,0.372,0.489,0.12100000000000001,0.0,0.0,0.0,0.0,0.0,33.579,0.0,0.0,4.0
DEBY0889,24115002,Kulmbach,DE,DE_BY,Schorgast,11.60923274422148,50.10760302436076,11.60923274422148,50.10760302436076,364.25,77.2,39.098,3,49.35492227979275,1967-11-01,2023-08-19,57,628,18379,17959,2002.0,0.0,18379.0,0.0,C,,1,1,['DEBY0889'],2.404,0.966,1.346,1.854,0.727,160.625,25.802,0.687,5.996,1.312,2.87,3.041,4.371,0.0,2.438,1.988,0.816,0.045,0.103,16.872,1.179,4.0,220.655,3.974,3.0,670.44,553.152,382.526,6.042,20.299,3.131,0.505,0.134,2,1.085,0.0,99.491,0.0,0.0,0.0,0.0,0.0,0.0,99.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5,130.0,30.0,47.034,56.95,27.525,15.525,7.325,1.495,1.206,0.148,0.572,0.044,0.132,0.43,0.39399999999999996,0.0,0.562,0.0,0.0,0.0,0.0,0.0,10.921,,,15.0
ES000753,5140,VILLANUEVA DE LAS TORRES           ,ES,ES_CEDEX,,-3.10529817,37.53475164,-3.10529817807267,37.53475164068247,658,1685.0,1635.236,0,2.9533531157269968,1922-01-01,2019-09-30,51,529,15933,4202,19769.0,0.0,15933.0,0.0,E,,572,5,"['ES000695', 'ES000784', 'ES000785', 'ES000790', 'ES000753']",0.04,0.038,2.333,7.321,0.507,144.586,33.348,0.0,0.152,62.842,16.221,188.377,34.064,0.099,1.143,3.085,2.699,-0.654,0.014,29.812,1.511,2.0,306.253,10.602,4.0,3132.041,1230.53,644.366,8.285,30.264,18.95,0.653,0.154,10,4.316,0.0,27.177,38.888000000000005,33.936,3.915,30.021,20.262,18.626,27.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.189,150.0,30.0,54.327,34.765,35.976,29.259,15.305,1.357,1.161,0.048,0.313,0.006,0.222,0.266,0.16499999999999998,0.335,0.488,2.0,2.0,1.0,1.35,58.7,1.519,121.584,141.029,0.0
FR001843,O834402001,O8344020,FR,FR_EAUFRANCE,La Thèze à Saint-Martin-le-Redon et à Soturac,1.01688,44.51894,1.01688,44.51894,86,102.0,101.638,0,0.3549019607843086,1971-10-15,2023-09-30,53,624,18975,8111,4.0,18218.0,373.0,384.0,A,,541,1,['FR001843'],0.261,0.119,2.21,2.175,0.721,165.4,24.665,0.051,0.78,3.25,3.818,19.884,11.816,0.001,2.258,2.616,1.159,-0.084,0.007,18.967,1.19,1.0,239.609,4.659,4.0,344.421,224.476,86.563,5.733,21.9,2.333,0.519,0.18,8,1.744,0.0,0.0,100.0,0.0,0.0,0.0,0.668,99.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.687,130.0,30.0,46.899,50.97,23.606,25.424,10.131,1.428,1.021,0.214,0.701,0.003,0.009,0.3340000000000001,0.656,0.0,0.3430000000000001,0.0,0.0,0.0,0.0,0.0,0.346,9.948,7.459,0.0
GB000445,54003,Vyrnwy at Vyrnwy Reservoir,GB,GB_NRFA,Vyrnwy at Vyrnwy Reservoir,-3.46,52.76,-3.46,52.76,226.3,74.03,74.065,0,-0.0472781304876355,1920-01-01,2021-09-30,102,1218,37045,15283,119.0,0.0,37045.0,0.0,B,,1095,1,['GB000445'],2.44,0.681,0.938,2.006,0.448,126.357,33.563,0.365,9.322,30.458,3.7,36.137,5.9,0.0,3.594,1.621,0.451,-0.196,0.024,9.676,1.147,2.0,178.256,3.421,4.0,663.92,451.593,229.576,9.357,12.337,16.892,0.698,0.091,9,0.993,1.329,0.0,78.631,16.146,0.0,16.146,68.812,9.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329,0.0,67.703,130.0,0.0,58.946,34.0,35.932,20.608,6.622,0.926,8.965,0.125,0.585,0.0,0.0,0.018,0.151,0.238,0.018,1.0,1.0,1.0,4.04,59.7,6.86,0.0,0.0,2.0
AT000290,206037,Sturmmuehle,AT,AT_EHYD,Klambach,14.77783309,48.21264912,14.77783309046574,48.21264912928123,232,87.6,87.993,0,-0.4486301369863022,1961-01-01,2021-12-31,61,732,22280,22280,0.0,0.0,22280.0,0.0,B,,2,1,['AT000290'],0.919,0.387,1.221,1.924,0.639,173.967,34.289,0.223,2.514,3.312,2.27,8.574,4.287,0.0,2.413,2.055,0.852,0.396,0.119,17.076,1.185,4.0,226.506,3.891,1.0,825.474,510.165,238.023,9.35,9.312,15.413,0.573,0.102,4,1.882,90.272,0.0,0.0,9.728,9.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.272,0.0,0.0,0.0,103.626,130.0,30.0,43.534,66.242,21.374,12.385,8.374,1.545,1.054,0.185,0.62,0.025,0.098,0.469,0.406,0.0,0.567,0.0,0.0,0.0,0.0,0.0,9.764,0.0,0.116,5.0
FR004858,Y131401001,Le Fresquel Ã  Villepinte,FR,FR_EAUFRANCE,Le Fresquel à Villepinte,2.083668,43.280336,2.083668,43.280336,132,216.0,213.131,0,1.3282407407407406,1970-12-30,2023-09-30,54,621,18717,6257,551.0,14666.0,30.0,4021.0,C,,752,1,['FR004858'],0.441,0.226,2.734,3.559,0.505,164.465,37.084,0.015,1.613,16.963,3.289,110.801,12.309,0.0,1.937,2.556,1.32,-0.044,0.011,20.015,1.226,3.0,258.072,5.034,4.0,629.767,222.381,129.414,3.322,56.56,0.365,0.594,0.126,9,1.247,0.908,4.424,71.05,23.618000000000002,18.972,4.646,71.05,0.0,4.424,0.0,0.0,0.0,0.0,0.0,0.908,0.0,0.0,0.0,100.047,130.0,30.0,54.727,29.227,31.915,38.858,8.626,1.31,1.117,0.094,0.489,0.012,0.616,0.24100000000000002,0.123,0.002,0.857,0.0,0.0,1.0,0.14,0.45,0.369,37.737,35.824,4.0
